investment_id,policy_id,investment_type,risk_level,investment_date,amount,fund_manager,initial_nav,units_purchased
INV-133862,POL-306262,Sharia Fund,Medium,2025-06-12,526986,PD Fujiati (Persero) Tbk,1328.36,494.3452
INV-753268,POL-915237,Fixed Income Fund,Low-Medium,2025-06-26,3832165,CV Astuti Widodo,1499.57,2764.3722
INV-679344,POL-668819,Fixed Income Fund,Low-Medium,2024-10-02,2975569,PD Nasyiah Tbk,1038.4,2949.2457
INV-317024,POL-406599,Fixed Income Fund,Low-Medium,2025-07-04,2376762,Perum Budiman,1439.07,1792.6013
INV-241204,POL-904637,Sharia Fund,Medium,2023-08-23,3790388,UD Napitupulu (Persero) Tbk,1177.53,2932.2362
INV-431520,POL-466936,Balanced Fund,Medium,2025-07-03,4825328,Perum Farida,1491.79,3815.7912
INV-994017,POL-510351,Balanced Fund,Medium,2024-03-18,6266292,PT Mansur,1332.35,5126.4077
INV-024181,POL-962881,Sharia Fund,Medium,2023-07-23,4348924,PD Sinaga Permata (Persero) Tbk,1246.67,3531.5521
INV-756638,POL-108926,Fixed Income Fund,Low-Medium,2025-06-21,7415576,PD Budiman,1341.22,5369.6501
INV-735135,POL-645500,Money Market Fund,Low,2024-03-12,2261799,PD Yolanda,1337.54,1851.2018
INV-667875,POL-909600,Sharia Fund,Medium,2024-02-27,7155005,UD Sirait,1191.48,5061.8002
INV-222445,POL-929252,Balanced Fund,Medium,2025-02-04,776545,PT Lailasari (Persero) Tbk,1275.6,557.7946
INV-897199,POL-092876,Balanced Fund,Medium,2025-04-19,3049653,UD Oktaviani Prabowo,1168.97,2265.1678
INV-600958,POL-842544,Sharia Fund,Medium,2025-05-17,3217000,PD Prakasa Mandasari,1468.68,2152.3147
INV-520384,POL-322617,Balanced Fund,Medium,2024-10-03,7237458,PT Maheswara,1034.12,5362.8613
INV-336457,POL-052368,Balanced Fund,Medium,2023-06-24,2780191,UD Najmudin Wahyuni,1152.09,2577.6688
INV-870231,POL-987034,Money Market Fund,Low,2024-08-26,2996524,Perum Hakim,1004.93,2115.662
INV-471977,POL-232573,Equity Fund,High,2025-06-11,967086,Perum Namaga Prasasta (Persero) Tbk,1437.52,683.1658
INV-109743,POL-103859,Balanced Fund,Medium,2023-04-09,6168313,PT Megantara Hassanah,1278.81,5178.728
INV-899671,POL-060494,Sharia Fund,Medium,2025-02-24,3026453,PT Hardiansyah Maryadi Tbk,1231.81,2123.9057
INV-257821,POL-999510,Balanced Fund,Medium,2025-01-23,150420,Perum Mulyani Saputra (Persero) Tbk,1056.57,116.1516
INV-292091,POL-850050,Sharia Fund,Medium,2024-11-26,4112479,Perum Hassanah,1097.49,3454.1893
INV-361010,POL-697670,Equity Fund,High,2024-05-29,2904320,CV Hidayat Tbk,1475.0,2281.6842
INV-895856,POL-016191,Fixed Income Fund,Low-Medium,2025-05-31,856062,PD Lailasari Sitompul Tbk,1159.08,641.819
INV-171964,POL-365239,Money Market Fund,Low,2024-04-29,770958,CV Sitompul Anggraini,1151.15,685.3306
INV-932124,POL-324491,Money Market Fund,Low,2025-06-28,1573285,PT Rajasa,1001.28,1060.9607
INV-506939,POL-896076,Sharia Fund,Medium,2023-09-28,4473844,PT Saragih Simanjuntak,1078.49,3107.7403
INV-502053,POL-835741,Equity Fund,High,2025-03-04,4778239,PD Thamrin,1391.77,4363.3865
INV-209705,POL-158831,Fixed Income Fund,Low-Medium,2025-06-16,2187920,Perum Nasyidah Maulana Tbk,1212.07,1975.5408
INV-342079,POL-673242,Fixed Income Fund,Low-Medium,2025-05-22,8075113,PT Safitri Narpati,1377.0,6784.107
INV-812604,POL-528950,Money Market Fund,Low,2022-10-03,625920,UD Wibowo,1008.12,549.2182
INV-309832,POL-439196,Sharia Fund,Medium,2025-06-25,12825501,Perum Susanti Mahendra,1155.55,12043.584
INV-037908,POL-264018,Balanced Fund,Medium,2024-04-02,3478163,CV Pudjiastuti Lazuardi (Persero) Tbk,1077.99,2502.1587
INV-378616,POL-264252,Sharia Fund,Medium,2025-04-12,3717223,PD Anggriawan Tbk,1205.55,3014.1808
INV-424457,POL-166289,Money Market Fund,Low,2023-06-13,2432457,UD Nababan,1047.39,1630.6045
INV-039375,POL-338534,Fixed Income Fund,Low-Medium,2024-11-24,9040341,CV Hariyah Tbk,1194.46,6492.781
INV-274340,POL-178919,Fixed Income Fund,Low-Medium,2024-10-08,1684200,UD Novitasari,1106.27,1350.3148
INV-369646,POL-009068,Balanced Fund,Medium,2024-04-27,1813011,Perum Saragih Tbk,1135.83,1468.2904
INV-892107,POL-031042,Sharia Fund,Medium,2024-08-10,3134210,UD Riyanti,1258.36,2709.9835
INV-586933,POL-528555,Balanced Fund,Medium,2024-11-01,5633666,PD Kusmawati Tbk,1463.08,4425.0289
INV-775471,POL-036697,Money Market Fund,Low,2025-06-13,582918,Perum Tampubolon Suryono,1006.95,430.48
INV-939963,POL-400943,Equity Fund,High,2024-08-06,198631,PT Mandasari (Persero) Tbk,1239.58,188.4488
INV-729754,POL-911969,Fixed Income Fund,Low-Medium,2024-12-13,3233525,Perum Mustofa (Persero) Tbk,1056.2,2234.2902
INV-795884,POL-693996,Sharia Fund,Medium,2024-10-17,2941490,Perum Mayasari (Persero) Tbk,1369.85,2502.9857
INV-825488,POL-724888,Fixed Income Fund,Low-Medium,2024-10-09,2254031,PT Laksmiwati (Persero) Tbk,1448.38,1729.5933
INV-976849,POL-840821,Fixed Income Fund,Low-Medium,2025-03-27,3571122,PD Wijayanti (Persero) Tbk,1152.61,3010.5042
INV-558159,POL-606740,Balanced Fund,Medium,2025-03-03,1875774,UD Hassanah Firmansyah Tbk,1153.35,1492.6201
INV-843293,POL-433767,Fixed Income Fund,Low-Medium,2025-03-07,4593246,PT Lazuardi,1080.38,3645.9344
INV-684755,POL-787117,Balanced Fund,Medium,2024-02-18,9591725,CV Novitasari Prabowo,1258.65,6587.7064
INV-602175,POL-820442,Sharia Fund,Medium,2024-10-06,9072009,UD Kurniawan,1036.97,8015.7476
INV-298139,POL-365412,Balanced Fund,Medium,2025-06-10,7585466,Perum Pradipta (Persero) Tbk,1453.21,6753.7374
INV-010014,POL-573825,Fixed Income Fund,Low-Medium,2025-02-13,5072219,Perum Lazuardi Firmansyah,1443.86,4210.196
INV-641883,POL-133934,Money Market Fund,Low,2024-10-03,7860622,UD Wahyuni,1259.04,6304.8764
INV-468721,POL-418154,Fixed Income Fund,Low-Medium,2025-03-07,11723430,PT Pradipta Prayoga Tbk,1285.08,9093.9309
INV-100350,POL-318039,Money Market Fund,Low,2024-04-03,1419708,PT Laksmiwati,1482.52,1249.0385
INV-403221,POL-768739,Equity Fund,High,2025-04-24,2709953,Perum Palastri Uwais Tbk,1493.78,2502.116
INV-727209,POL-326742,Equity Fund,High,2024-03-17,5486698,CV Yulianti (Persero) Tbk,1044.32,5019.4139
INV-900843,POL-564146,Balanced Fund,Medium,2025-05-28,2644162,UD Marbun Laksita,1130.88,1936.5595
INV-799842,POL-111183,Money Market Fund,Low,2024-10-14,3541117,PT Widiastuti Hartati Tbk,1201.86,2805.835
INV-895756,POL-433748,Balanced Fund,Medium,2024-09-17,7698995,UD Natsir,1254.67,5713.8099
INV-361243,POL-050335,Sharia Fund,Medium,2024-11-28,333538,Perum Ramadan Puspita (Persero) Tbk,1262.8,264.9333
INV-683898,POL-982264,Balanced Fund,Medium,2025-06-30,3558315,UD Farida,1012.57,2484.5923
INV-599382,POL-389315,Balanced Fund,Medium,2025-03-27,3408179,CV Hutapea Utami,1317.41,2681.8408
INV-860725,POL-941963,Fixed Income Fund,Low-Medium,2024-05-31,3833639,CV Iswahyudi,1131.29,3747.8925
INV-341531,POL-523535,Equity Fund,High,2025-03-25,669635,CV Sirait,1199.62,518.6289
INV-998937,POL-697247,Equity Fund,High,2023-08-24,1867534,Perum Maryadi Firgantoro Tbk,1432.94,1518.5684
INV-528640,POL-197068,Equity Fund,High,2024-12-27,5136718,Perum Sirait Januar (Persero) Tbk,1481.85,4446.1303
INV-805100,POL-369883,Equity Fund,High,2024-07-09,1961966,PT Kusmawati Sitorus,1154.34,1399.208
INV-277123,POL-476115,Fixed Income Fund,Low-Medium,2024-08-04,3300896,Perum Mahendra Winarsih Tbk,1358.92,2764.492
INV-978694,POL-416101,Money Market Fund,Low,2023-01-17,2380523,UD Hariyah Mandala,1362.75,2204.523
INV-963717,POL-703800,Equity Fund,High,2025-06-08,832061,PT Rajasa Megantara,1399.32,722.0023
INV-981645,POL-929831,Balanced Fund,Medium,2024-11-28,1612751,PD Haryanti,1070.83,1089.58
INV-310980,POL-358574,Money Market Fund,Low,2025-02-07,489437,Perum Purwanti Gunarto Tbk,1239.92,423.3019
INV-916965,POL-737535,Fixed Income Fund,Low-Medium,2024-09-19,2874855,UD Halimah Aryani (Persero) Tbk,1020.5,2156.1407
INV-972891,POL-695465,Equity Fund,High,2025-05-17,7064825,Perum Prasasta Nainggolan (Persero) Tbk,1489.94,6624.4067
INV-825129,POL-244959,Equity Fund,High,2025-05-30,635500,Perum Hartati Astuti,1460.41,533.5189
INV-060016,POL-365023,Money Market Fund,Low,2023-12-24,3790537,Perum Hutapea,1372.79,3141.7688
INV-957871,POL-571663,Balanced Fund,Medium,2024-08-06,6096254,PT Wijaya Haryanto,1019.25,4535.5647
INV-179632,POL-337504,Sharia Fund,Medium,2025-02-01,5637115,PT Firmansyah Yuliarti,1454.95,5074.2732
INV-247962,POL-318632,Balanced Fund,Medium,2025-05-07,785386,PT Saragih Prakasa Tbk,1484.73,565.557
INV-233622,POL-611738,Sharia Fund,Medium,2023-07-31,4655072,CV Damanik,1369.6,3236.8318
INV-656092,POL-445244,Equity Fund,High,2024-03-02,1682636,PT Padmasari (Persero) Tbk,1376.11,1227.5499
INV-332029,POL-788236,Money Market Fund,Low,2024-12-10,365455,UD Hartati Tbk,1442.65,245.3598
INV-607062,POL-989384,Fixed Income Fund,Low-Medium,2024-12-06,807216,Perum Pratiwi Sudiati Tbk,1039.26,783.5209
INV-685011,POL-927945,Money Market Fund,Low,2024-03-17,2798454,PT Saputra Dabukke Tbk,1147.61,2135.9329
INV-230308,POL-439522,Sharia Fund,Medium,2024-11-06,1386589,PD Kusumo Budiman (Persero) Tbk,1190.94,964.0444
INV-650745,POL-096306,Balanced Fund,Medium,2025-04-02,758901,UD Hakim Farida Tbk,1271.42,530.1331
INV-660992,POL-753494,Fixed Income Fund,Low-Medium,2024-05-26,1711542,Perum Mayasari,1383.68,1288.6821
INV-522363,POL-462736,Sharia Fund,Medium,2023-04-09,1137896,UD Maheswara (Persero) Tbk,1288.37,870.9148
INV-869816,POL-635182,Money Market Fund,Low,2022-09-06,666500,UD Yolanda Kusmawati (Persero) Tbk,1384.24,494.9001
INV-694117,POL-952970,Money Market Fund,Low,2023-07-13,4541934,UD Anggriawan Hidayanto Tbk,1193.35,3478.8087
INV-877461,POL-538181,Money Market Fund,Low,2025-05-10,845068,CV Utami Tampubolon Tbk,1291.29,813.4432
INV-904305,POL-034970,Equity Fund,High,2023-11-10,4684166,CV Hutasoit Tbk,1190.95,3722.0192
INV-389671,POL-278953,Sharia Fund,Medium,2025-02-09,75321,UD Anggriawan (Persero) Tbk,1197.72,58.6859
INV-395622,POL-367793,Balanced Fund,Medium,2025-04-18,3146399,Perum Mansur (Persero) Tbk,1126.24,2821.0646
INV-648883,POL-314501,Sharia Fund,Medium,2025-05-19,1819101,PD Palastri,1410.75,1682.9677
INV-969861,POL-331568,Fixed Income Fund,Low-Medium,2023-12-20,2852447,Perum Marbun Tbk,1272.56,2518.3371
INV-102882,POL-453513,Equity Fund,High,2024-03-24,1663211,CV Handayani Farida,1003.65,1411.2947
INV-317929,POL-400197,Balanced Fund,Medium,2025-04-09,883637,PT Riyanti Kusmawati,1098.42,851.8216
INV-905264,POL-932691,Sharia Fund,Medium,2025-03-30,4792306,Perum Mulyani Siregar Tbk,1221.13,3981.5963
INV-915628,POL-472293,Fixed Income Fund,Low-Medium,2023-08-25,602375,CV Hidayat,1026.48,461.9322
INV-144420,POL-667617,Balanced Fund,Medium,2025-04-03,4180792,UD Nainggolan,1428.75,2986.7681
INV-375841,POL-237650,Money Market Fund,Low,2024-12-31,2316701,Perum Salahudin Tbk,1269.43,1846.4797
INV-777366,POL-630479,Fixed Income Fund,Low-Medium,2025-01-30,3169360,UD Salahudin Irawan,1184.96,2169.3553
INV-389947,POL-526869,Equity Fund,High,2025-01-11,4977984,PD Gunarto Usada,1312.17,4018.1458
INV-290608,POL-250689,Fixed Income Fund,Low-Medium,2025-06-16,5315084,UD Suryatmi,1250.37,4824.6444
INV-235706,POL-397594,Sharia Fund,Medium,2025-01-26,3303283,PT Waluyo Tbk,1149.98,2766.1618
INV-123536,POL-268788,Money Market Fund,Low,2025-06-26,3378004,UD Hutapea,1038.93,2599.4463
INV-715534,POL-078402,Money Market Fund,Low,2024-12-01,2223486,PD Gunawan,1237.51,1888.8687
INV-579831,POL-328214,Money Market Fund,Low,2022-09-22,5575023,PT Kusumo,1014.54,5097.5149
INV-785048,POL-615890,Balanced Fund,Medium,2025-03-30,7657160,UD Wahyuni,1375.52,5840.8893
INV-045136,POL-370268,Money Market Fund,Low,2025-01-03,5360421,CV Maheswara Wahyudin,1498.28,3912.1773
INV-081565,POL-773242,Fixed Income Fund,Low-Medium,2024-11-15,4040770,PT Saefullah Thamrin (Persero) Tbk,1070.65,3955.6612
INV-162568,POL-139253,Balanced Fund,Medium,2025-05-27,4873280,CV Nababan Najmudin Tbk,1428.28,3355.6903
INV-814629,POL-179297,Balanced Fund,Medium,2023-12-10,779330,CV Gunarto,1083.44,606.865
INV-260335,POL-933782,Fixed Income Fund,Low-Medium,2025-03-01,1209916,CV Mustofa (Persero) Tbk,1391.78,1171.8776
INV-885718,POL-246665,Balanced Fund,Medium,2025-06-27,6736975,UD Pradana Purwanti,1185.51,5833.0315
INV-377619,POL-630566,Money Market Fund,Low,2024-11-10,7760870,PT Wibowo,1187.56,6663.8418
INV-358958,POL-601829,Equity Fund,High,2025-01-20,2816245,PD Prabowo (Persero) Tbk,1284.89,2242.859
INV-271571,POL-223586,Sharia Fund,Medium,2024-11-08,4662576,PT Farida Tbk,1426.2,3294.229
INV-690106,POL-532671,Fixed Income Fund,Low-Medium,2024-09-06,3342952,CV Permadi,1099.24,3157.6096
INV-678526,POL-820065,Equity Fund,High,2024-09-21,3833451,PD Zulaika,1072.82,2964.8715
INV-429571,POL-815197,Sharia Fund,Medium,2023-07-19,3692385,PD Prasasta Maulana Tbk,1164.47,2498.5711
INV-262224,POL-639129,Sharia Fund,Medium,2025-02-02,749271,PD Suartini Wahyuni,1350.95,551.5336
INV-310384,POL-621910,Sharia Fund,Medium,2024-10-09,992743,Perum Wahyudin,1283.34,706.756
INV-500198,POL-076558,Equity Fund,High,2024-10-26,10233912,UD Kuswoyo Napitupulu Tbk,1386.21,8261.7841
INV-779321,POL-787097,Balanced Fund,Medium,2024-10-27,2101492,UD Anggraini Salahudin (Persero) Tbk,1205.13,1494.6171
INV-488791,POL-313301,Balanced Fund,Medium,2025-04-25,1196451,UD Manullang Gunawan,1149.71,996.2026
INV-667670,POL-575728,Fixed Income Fund,Low-Medium,2025-07-07,972760,PD Nasyidah,1450.42,735.2449
INV-478390,POL-512267,Fixed Income Fund,Low-Medium,2025-03-14,5125468,PT Simbolon Hartati,1095.79,4000.3348
INV-956996,POL-732719,Balanced Fund,Medium,2025-03-22,7114559,PT Sinaga Nashiruddin (Persero) Tbk,1444.22,7070.466
INV-358549,POL-917203,Money Market Fund,Low,2025-06-01,4072110,UD Budiyanto Farida (Persero) Tbk,1311.6,3242.5962
INV-068514,POL-740105,Money Market Fund,Low,2024-04-23,1608567,Perum Usamah Hasanah,1197.64,1330.7016
INV-344363,POL-134529,Balanced Fund,Medium,2025-05-15,1663526,UD Marpaung Thamrin Tbk,1225.35,1457.903
INV-485998,POL-231161,Fixed Income Fund,Low-Medium,2024-05-21,3424643,UD Farida (Persero) Tbk,1363.78,3267.2956
INV-060718,POL-999436,Equity Fund,High,2023-08-30,4049127,PD Irawan Maryadi,1464.82,3988.4327
INV-565808,POL-079380,Equity Fund,High,2025-04-29,5446450,PD Nasyiah Sihombing Tbk,1447.8,5180.0766
INV-164266,POL-548260,Fixed Income Fund,Low-Medium,2025-06-20,1458277,UD Hidayanto Tbk,1217.83,991.5949
INV-679942,POL-622789,Fixed Income Fund,Low-Medium,2024-02-04,1158793,PT Wibisono Rajata (Persero) Tbk,1383.19,824.662
INV-318886,POL-363374,Balanced Fund,Medium,2025-05-31,690550,CV Setiawan Widiastuti,1057.9,515.68
INV-550529,POL-541648,Sharia Fund,Medium,2023-10-05,2227742,PD Putra,1296.83,1504.8469
INV-236545,POL-139549,Money Market Fund,Low,2024-08-24,4500779,Perum Marpaung (Persero) Tbk,1051.84,4358.2622
INV-443316,POL-224051,Balanced Fund,Medium,2025-04-05,1973211,PT Hidayanto Tbk,1131.74,1822.5916
INV-969317,POL-481132,Sharia Fund,Medium,2024-10-07,8772153,Perum Kuswandari Sihotang,1482.09,6785.6268
INV-014992,POL-001684,Money Market Fund,Low,2023-08-15,6387081,PT Tamba Natsir,1404.79,6096.5482
INV-218163,POL-645700,Fixed Income Fund,Low-Medium,2023-07-13,1136690,Perum Widodo Pradana (Persero) Tbk,1001.69,1062.1203
INV-498476,POL-106849,Equity Fund,High,2025-05-02,5515612,Perum Handayani Mayasari,1240.21,4825.9365
INV-521589,POL-440227,Sharia Fund,Medium,2025-06-18,6627574,CV Pudjiastuti,1106.01,5951.6459
INV-640194,POL-239606,Fixed Income Fund,Low-Medium,2025-02-03,7115725,PD Nuraini Marpaung,1476.53,6195.4113
INV-933063,POL-107706,Equity Fund,High,2024-12-05,4196161,CV Aryani,1005.32,2978.8714
INV-587483,POL-183421,Sharia Fund,Medium,2025-04-27,3865976,PD Purwanti Halimah,1235.03,2738.3444
INV-909816,POL-761353,Fixed Income Fund,Low-Medium,2025-06-30,8000055,Perum Hardiansyah,1016.26,6713.6469
INV-557857,POL-714125,Sharia Fund,Medium,2024-10-14,2165557,Perum Purnawati Simanjuntak (Persero) Tbk,1319.56,1903.8519
INV-449997,POL-443168,Sharia Fund,Medium,2024-10-20,2493980,PT Yulianti Tbk,1373.62,1810.4641
INV-379156,POL-681263,Equity Fund,High,2025-05-22,4115597,PD Budiyanto Marpaung Tbk,1371.82,3093.8744
INV-488289,POL-392325,Sharia Fund,Medium,2024-09-07,1131273,Perum Wulandari (Persero) Tbk,1448.05,1076.6068
INV-851496,POL-313615,Fixed Income Fund,Low-Medium,2024-10-20,6778174,CV Nababan Safitri,1123.56,5557.1283
INV-122622,POL-185164,Money Market Fund,Low,2024-03-03,2703468,PT Prabowo (Persero) Tbk,1403.73,2088.6333
INV-104291,POL-291039,Sharia Fund,Medium,2025-02-08,8313728,PT Mardhiyah Adriansyah Tbk,1054.05,6088.0623
INV-503421,POL-890183,Money Market Fund,Low,2025-04-24,2278232,Perum Latupono Tbk,1332.45,1984.8274
INV-802593,POL-843744,Equity Fund,High,2023-03-07,3853597,CV Lazuardi Wasita (Persero) Tbk,1328.79,3406.6716
INV-182500,POL-725197,Sharia Fund,Medium,2024-04-14,3140474,CV Pratama Narpati Tbk,1450.04,2192.3206
INV-399635,POL-770648,Money Market Fund,Low,2025-07-01,3885323,CV Narpati Saputra (Persero) Tbk,1378.88,3083.6404
INV-623048,POL-636344,Equity Fund,High,2024-01-08,8751149,Perum Maheswara (Persero) Tbk,1192.3,5990.8881
INV-328429,POL-239000,Balanced Fund,Medium,2025-02-26,12612832,PD Hariyah Tbk,1260.59,8813.0603
INV-888269,POL-922636,Equity Fund,High,2023-08-02,5054153,CV Sinaga (Persero) Tbk,1385.0,5050.5025
INV-151279,POL-602440,Money Market Fund,Low,2024-11-15,3782970,CV Hardiansyah (Persero) Tbk,1493.87,3042.989
INV-425679,POL-230858,Sharia Fund,Medium,2023-01-08,3508046,UD Samosir Widiastuti (Persero) Tbk,1161.1,2526.0597
INV-987465,POL-973357,Equity Fund,High,2023-11-29,5129156,UD Natsir Tbk,1013.81,3509.3457
INV-895664,POL-525235,Money Market Fund,Low,2024-07-27,3534645,PD Narpati,1061.58,3483.735
INV-723438,POL-099312,Fixed Income Fund,Low-Medium,2024-05-23,2487776,Perum Maheswara,1104.4,1658.8847
INV-038740,POL-927996,Money Market Fund,Low,2025-04-26,7862200,CV Kurniawan Tbk,1087.67,5261.7603
INV-750909,POL-003100,Balanced Fund,Medium,2023-12-31,7199734,CV Handayani Wulandari (Persero) Tbk,1404.36,6262.958
INV-891102,POL-101182,Equity Fund,High,2025-06-06,109373,UD Namaga Utami Tbk,1197.16,72.927
INV-535151,POL-624721,Money Market Fund,Low,2025-07-02,2629210,PD Wahyudin,1008.18,1813.9704
INV-518080,POL-007700,Balanced Fund,Medium,2023-08-27,5542703,PD Nugroho Agustina,1384.08,4747.2742
INV-278789,POL-547446,Fixed Income Fund,Low-Medium,2025-06-03,3454947,UD Firmansyah (Persero) Tbk,1212.08,3077.5393
INV-429546,POL-365331,Equity Fund,High,2025-05-20,1922409,PD Hidayanto Habibi Tbk,1283.94,1361.9256
INV-028284,POL-803660,Sharia Fund,Medium,2025-02-15,3816588,UD Melani Tbk,1281.28,2792.2509
INV-468204,POL-425214,Equity Fund,High,2023-06-12,1786889,Perum Maryadi Usada (Persero) Tbk,1241.4,1365.0467
INV-156841,POL-059942,Sharia Fund,Medium,2024-11-30,270470,UD Melani Yolanda,1216.75,215.3153
INV-371522,POL-279345,Balanced Fund,Medium,2025-06-28,6624836,Perum Hastuti Hutasoit,1035.73,5609.3482
INV-199179,POL-470967,Money Market Fund,Low,2025-02-28,6457851,PT Pertiwi Nainggolan (Persero) Tbk,1406.99,4569.1966
INV-746322,POL-928449,Equity Fund,High,2024-05-03,3873941,UD Zulaika Tbk,1135.99,2696.0057
INV-440426,POL-616390,Equity Fund,High,2023-03-06,2063734,UD Lestari (Persero) Tbk,1209.21,1390.4829
INV-117017,POL-007635,Balanced Fund,Medium,2025-06-10,2944508,PT Saefullah,1094.37,2025.2716
INV-400214,POL-409632,Fixed Income Fund,Low-Medium,2025-03-12,1422571,PT Marbun Tbk,1323.27,1141.7612
INV-096340,POL-669622,Sharia Fund,Medium,2025-02-13,2659286,CV Firgantoro Megantara,1292.94,2560.1483
INV-279423,POL-636277,Money Market Fund,Low,2025-06-19,3542433,PT Pertiwi Adriansyah,1219.75,3118.4032
INV-119939,POL-990292,Equity Fund,High,2025-03-15,2135307,UD Oktaviani Lailasari (Persero) Tbk,1334.01,1671.7122
INV-481328,POL-567674,Money Market Fund,Low,2025-05-19,417679,Perum Widodo (Persero) Tbk,1112.54,326.4965
INV-935933,POL-854213,Fixed Income Fund,Low-Medium,2023-07-16,2828343,CV Utama Permata,1465.57,2672.1312
INV-010485,POL-918422,Fixed Income Fund,Low-Medium,2024-08-31,5871403,PT Prakasa Halimah,1389.03,5247.9157
INV-450744,POL-635479,Fixed Income Fund,Low-Medium,2024-11-15,3751155,Perum Aryani Tbk,1016.13,2557.8284
INV-749199,POL-685124,Money Market Fund,Low,2024-04-19,3169939,PD Kusumo,1368.08,2496.9363
INV-512155,POL-976327,Sharia Fund,Medium,2025-06-08,1107235,PT Budiman Kuswoyo (Persero) Tbk,1495.47,879.0365
INV-857626,POL-283945,Balanced Fund,Medium,2024-10-05,9196908,CV Mardhiyah,1021.9,7026.2802
INV-152791,POL-956815,Equity Fund,High,2024-07-23,1987972,PT Utami Januar,1038.64,1724.6523
INV-123171,POL-597559,Equity Fund,High,2025-06-26,3029527,Perum Hutasoit Hakim,1265.24,2416.2922
INV-578282,POL-041207,Balanced Fund,Medium,2023-04-05,1571632,Perum Purnawati,1324.27,1386.1591
INV-321486,POL-722201,Money Market Fund,Low,2024-10-27,4965942,Perum Hutagalung,1209.32,4198.8444
INV-206311,POL-169291,Money Market Fund,Low,2025-07-07,8137704,Perum Nugroho,1040.7,5557.2212
INV-363560,POL-008435,Sharia Fund,Medium,2024-04-30,7838587,PD Halimah Mandasari,1288.9,7821.7821
INV-263969,POL-460388,Fixed Income Fund,Low-Medium,2025-06-19,5261499,UD Firmansyah Saragih (Persero) Tbk,1233.19,4030.3585
INV-969306,POL-840311,Money Market Fund,Low,2024-10-16,1368113,PD Januar (Persero) Tbk,1443.94,1042.8187
INV-663463,POL-333334,Fixed Income Fund,Low-Medium,2025-05-16,6445707,PT Rahimah Prabowo,1083.87,6357.6394
INV-851399,POL-213471,Fixed Income Fund,Low-Medium,2024-05-05,672002,UD Hutagalung,1404.71,457.795
INV-947249,POL-392924,Equity Fund,High,2024-04-19,2324422,Perum Rajata Hastuti,1161.69,2210.0224
INV-170052,POL-410784,Fixed Income Fund,Low-Medium,2024-02-14,1355319,PD Prastuti Suartini (Persero) Tbk,1392.12,914.0779
INV-136112,POL-382678,Fixed Income Fund,Low-Medium,2024-07-22,2154597,CV Budiman,1391.18,1827.115
INV-632379,POL-381856,Sharia Fund,Medium,2025-04-17,5586083,Perum Puspita,1498.78,5347.9732
INV-492301,POL-742424,Fixed Income Fund,Low-Medium,2025-05-28,1886983,PD Siregar Nurdiyanti (Persero) Tbk,1046.38,1883.4601
